.;Archers;Barbarian;Giant;Goblin;Knight;Mini-Pekka
=$A$4;"=CONTAR.SI(B4:B20004;"""*Archer*");"=CONTAR.SI(B4:B20004;"""*Barbarian*");"=CONTAR.SI(B4:B20004;"""*Giant*");"=CONTAR.SI(B4:B20004;"""*Goblin*");"=CONTAR.SI(B4:B20004;"""*Knight*");"=CONTAR.SI(B4:B20004;"""*Mini-Pekka*")
=$C$4;"=CONTAR.SI(D4:D20004;"""*Archer*");"=CONTAR.SI(D4:D20004;"""*Barbarian*");"=CONTAR.SI(D4:D20004;"""*Giant*");"=CONTAR.SI(D4:D20004;"""*Goblin*");"=CONTAR.SI(D4:D20004;"""*Knight*");"=CONTAR.SI(D4:D20004;"""*Mini-Pekka*")
GNB;Goblin_up;DecisionTreeAI;Knight;
GNB;Knight_middle;DecisionTreeAI;Giant;
GNB;Archer_middle;DecisionTreeAI;Mini-Pekka;
GNB;Giant_middle;DecisionTreeAI;Goblin;
GNB;Knight_middle;DecisionTreeAI;Mini-Pekka;
GNB;Knight_middle;DecisionTreeAI;Knight;
GNB;Knight_middle;DecisionTreeAI;Mini-Pekka;
GNB;Knight_middle;DecisionTreeAI;Goblin;
GNB;Goblin_middle;DecisionTreeAI;Giant;
GNB;Knight_middle;DecisionTreeAI;Giant;
GNB;Knight_middle;DecisionTreeAI;Knight;
GNB;Barbarian_middle;DecisionTreeAI;Goblin;
GNB;Knight_middle;DecisionTreeAI;Mini-Pekka;
GNB;Archer_middle;DecisionTreeAI;Knight;
GNB;Giant_middle;DecisionTreeAI;Goblin;
GNB;Barbarian_middle;DecisionTreeAI;Mini-Pekka;
GNB;Knight_middle;DecisionTreeAI;Giant;
GNB;Knight_middle;DecisionTreeAI;Giant;
GNB;Goblin_middle;DecisionTreeAI;Mini-Pekka;
GNB;Archer_middle;DecisionTreeAI;Goblin;
GNB;Knight_middle;DecisionTreeAI;Knight;
GNB;Knight_middle;DecisionTreeAI;Mini-Pekka;
GNB;Knight_middle;DecisionTreeAI;Giant;
GNB;Knight_middle;DecisionTreeAI;Goblin;
GNB;Knight_middle;DecisionTreeAI;Mini-Pekka;
GNB;Knight_middle;DecisionTreeAI;Knight;
GNB;Barbarian_middle;DecisionTreeAI;Giant;
GNB;Barbarian_middle;DecisionTreeAI;Giant;
GNB;Goblin_middle;DecisionTreeAI;Goblin;
GNB;Barbarian_middle;DecisionTreeAI;Mini-Pekka;
GNB;Archer_middle;DecisionTreeAI;Knight;
GNB;Knight_middle;DecisionTreeAI;Giant;
GNB;Giant_middle;DecisionTreeAI;Goblin;
GNB;Giant_middle;DecisionTreeAI;Mini-Pekka;
GNB;Barbarian_middle;DecisionTreeAI;Knight;
GNB;Giant_middle;DecisionTreeAI;Giant;
GNB;Giant_middle;DecisionTreeAI;Giant;
GNB;Giant_middle;;
